ID,Nombre,Goles,Foto,DefaultFoto,FechaNacimiento,Posicion,LugarNacimiento,Apodo,CampeonatosUruguayos,TitulosInternacionales,Oficiales_partidosjugados,Oficiales_partidosganados,Oficiales_partidosempatados,Oficiales_partidosperdidos,Oficiales_golesmarcados,Amistosos_partidosjugados,Amistosos_partidosganados,Amistosos_partidosempatados,Amistosos_partidosperdidos,Amistosos_golesmarcados,ClasicosOficiales_partidosjugados,ClasicosOficiales_partidosganados,ClasicosOficiales_partidosempatados,ClasicosOficiales_partidosperdidos,ClasicosOficiales_golesmarcados,ClasicosAmistosos_partidosjugados,ClasicosAmistosos_partidosganados,ClasicosAmistosos_partidosempatados,ClasicosAmistosos_partidosperdidos,ClasicosAmistosos_golesmarcados
84,José Pérez,65,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\84.jpg,False,30/11/1897,dDelantero,"Montevideo, Uruguay",Botija,0.0,0.0,163.0,102.0,28.0,33.0,51.0,51.0,30.0,11.0,10.0,14.0,26.0,5.0,6.0,15.0,2.0,7.0,5.0,0.0,2.0,0.0
85,Pedro Rímolo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\85.jpg,True,-,dcDefensa central,-,-,0.0,0.0,100.0,64.0,19.0,17.0,0.0,38.0,21.0,12.0,5.0,0.0,18.0,4.0,5.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0
86,Domingo Bernardo Savio,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\86.jpg,False,-,vcVolante central,-,-,0.0,0.0,88.0,51.0,15.0,22.0,1.0,36.0,19.0,8.0,9.0,0.0,15.0,2.0,4.0,9.0,0.0,7.0,4.0,1.0,2.0,0.0
87,Manuel Varela,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\87.jpg,False,-,vcVolante central,Uruguay,Japonés,0.0,0.0,79.0,50.0,14.0,15.0,4.0,27.0,17.0,6.0,4.0,0.0,14.0,1.0,4.0,9.0,2.0,5.0,4.0,0.0,1.0,0.0
88,Mario Viola,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\88.jpg,True,-,dDelantero,-,-,0.0,0.0,3.0,3.0,0.0,0.0,2.0,7.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Antonio Bartolazzo,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\89.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,14.0,6.0,4.0,4.0,3.0,3.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
90,Augusto Delacroix,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\90.jpg,True,-,dcDefensa central,-,-,0.0,0.0,55.0,35.0,12.0,8.0,0.0,21.0,14.0,5.0,2.0,0.0,8.0,0.0,2.0,6.0,0.0,3.0,1.0,2.0,0.0,0.0
91,Alberto Romeo Elena,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\91.jpg,True,-,dDelantero,-,-,0.0,0.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,José Alfredo Lista,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\92.jpg,True,23/08/1891,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
93,Julio Mallo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\93.jpg,True,-,liLateral izquierdo,-,-,0.0,0.0,22.0,16.0,3.0,3.0,0.0,13.0,9.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
94,Armando Artigas,116,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\94.jpg,False,-,dDelantero,-,-,0.0,0.0,158.0,115.0,25.0,18.0,77.0,99.0,73.0,14.0,12.0,39.0,16.0,6.0,3.0,7.0,3.0,7.0,5.0,1.0,1.0,2.0
95,José Pedro Benincasa,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\95.jpg,False,16/06/1891,dcDefensa central,"Montevideo, Uruguay",Josefera,0.0,0.0,256.0,193.0,40.0,23.0,1.0,167.0,101.0,36.0,30.0,0.0,22.0,7.0,5.0,10.0,0.0,11.0,5.0,3.0,3.0,0.0
96,Vicente Curto,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\96.jpg,True,-,dDelantero,-,-,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97,Juan Delgado,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\97.jpg,False,26/02/1891,vcVolante central,"Florida, Uruguay",-,0.0,0.0,99.0,71.0,17.0,11.0,3.0,38.0,25.0,9.0,4.0,1.0,15.0,4.0,4.0,7.0,0.0,5.0,2.0,2.0,1.0,1.0
98,Guillermo Ángel Ferrero,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\98.jpg,False,-,dDelantero,-,-,0.0,0.0,12.0,7.0,2.0,3.0,4.0,4.0,4.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
99,Carlos Leyenda,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\99.jpg,True,-,dDelantero,-,-,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Carlos Antonio Márquez Castro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\100.jpg,True,-,gGolero,Uruguay,-,0.0,0.0,21.0,17.0,2.0,2.0,0.0,6.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Juan Carlos Reggiardo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\101.jpg,True,-,dcDefensa central,-,-,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Pascual Ruotta,26,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\102.jpg,False,-,liLateral izquierdo,-,-,0.0,0.0,163.0,121.0,24.0,18.0,18.0,142.0,90.0,27.0,25.0,8.0,19.0,7.0,4.0,8.0,0.0,9.0,5.0,1.0,3.0,1.0
103,Juan Manuel Valverde,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\103.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,7.0,5.0,1.0,1.0,0.0,7.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Juan Carazús,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\104.jpg,True,-,liLateral izquierdo,-,-,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Américo Luchini,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\105.jpg,True,-,dDelantero,-,-,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Juan Carlos Nappias,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\106.jpg,True,-,liLateral izquierdo,-,-,0.0,0.0,10.0,5.0,3.0,2.0,0.0,5.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
107,Miguel Bernardo Rognoni,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\107.jpg,True,-,dcDefensa central,-,-,0.0,0.0,12.0,8.0,3.0,1.0,0.0,13.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Andrés Banchesse,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\108.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Raul Constantino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\109.jpg,True,-,gGolero,-,-,0.0,0.0,9.0,6.0,1.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Jesús Chans,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\110.jpg,True,-,liLateral izquierdo,-,-,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Juan Pedro Arremón,60,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\111.jpg,False,08/02/1899,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,195.0,137.0,40.0,18.0,35.0,173.0,104.0,32.0,37.0,25.0,19.0,7.0,7.0,5.0,2.0,10.0,4.0,4.0,2.0,1.0
112,Pedro Juan Balparda,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\112.jpg,False,-,gGolero,-,-,0.0,0.0,11.0,8.0,1.0,2.0,0.0,10.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Alberto Bonini,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\113.jpg,False,-,liLateral izquierdo,-,-,0.0,0.0,83.0,68.0,12.0,3.0,1.0,60.0,45.0,5.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
114,Juan Legnazzi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\114.jpg,False,-,gGolero,-,-,0.0,0.0,151.0,118.0,25.0,8.0,0.0,123.0,86.0,15.0,22.0,0.0,9.0,4.0,2.0,3.0,0.0,9.0,5.0,2.0,2.0,0.0
115,Carlos Mongelar,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\115.jpg,True,-,dDelantero,-,-,0.0,0.0,17.0,14.0,3.0,0.0,9.0,18.0,13.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0
116,Juan Antonio Olivera,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\116.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,14.0,9.0,3.0,2.0,8.0,6.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Conrado Donaldo Ross,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\117.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,3.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
118,José Suárez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\118.jpg,True,-,liLateral izquierdo,-,-,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Pablo Terevinto,252,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\119.jpg,False,-,dDelantero,-,El cañon 42,0.0,0.0,164.0,125.0,28.0,11.0,144.0,137.0,90.0,21.0,26.0,108.0,11.0,4.0,4.0,3.0,3.0,7.0,3.0,2.0,2.0,2.0
120,Carlos Amatto Rinaldo,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\120.jpg,False,10/01/1898,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,21.0,12.0,5.0,4.0,8.0,11.0,6.0,3.0,2.0,4.0,4.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
121,Emilio Cabrera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\121.jpg,False,-,vcVolante central,-,-,0.0,0.0,15.0,11.0,2.0,2.0,0.0,8.0,5.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Pascual Guelmi,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\122.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,17.0,14.0,2.0,1.0,6.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Alberto Jerjes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\123.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Juan Peralta,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\124.jpg,True,-,dDelantero,-,-,0.0,0.0,22.0,12.0,6.0,4.0,8.0,6.0,4.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Antonio Aguerre,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\127.jpg,False,-,liLateral izquierdo,"Montevideo, Uruguay",Flaco,0.0,0.0,64.0,48.0,8.0,8.0,0.0,64.0,42.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Arturo Fraga,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\128.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,7.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Pascual Paola,30,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\129.jpg,True,-,dDelantero,-,-,0.0,0.0,25.0,15.0,2.0,8.0,6.0,48.0,31.0,8.0,9.0,24.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Ladislao Pérez,39,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\130.jpg,False,-,dDelantero,-,-,0.0,0.0,111.0,82.0,24.0,5.0,24.0,86.0,52.0,16.0,18.0,15.0,5.0,1.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0
131,José Posse,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\131.jpg,True,-,liLateral izquierdo,-,-,0.0,0.0,26.0,21.0,5.0,0.0,1.0,24.0,16.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Andrés Ravera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\132.jpg,False,-,liLateral izquierdo,-,-,0.0,0.0,34.0,24.0,7.0,3.0,0.0,13.0,8.0,1.0,4.0,0.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
133,Andrés Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\133.jpg,True,-,dcDefensa central,-,-,0.0,0.0,26.0,15.0,6.0,5.0,0.0,13.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Feliciano Romero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\134.jpg,True,-,dcDefensa central,-,-,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Antonio Sacco,161,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\135.jpg,False,-,dDelantero,-,-,0.0,0.0,157.0,116.0,29.0,12.0,95.0,130.0,83.0,24.0,23.0,66.0,9.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0
136,Gildeón Silva,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\136.jpg,False,-,vcVolante central,-,Tatita,0.0,0.0,129.0,88.0,28.0,13.0,2.0,137.0,88.0,25.0,24.0,5.0,9.0,3.0,4.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0
137,Raúl Tognochi,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\137.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,9.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Cirilo Estívez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\138.jpg,True,-,gGolero,"Canelones, Uruguay",Canario,0.0,0.0,44.0,30.0,9.0,5.0,0.0,28.0,15.0,9.0,4.0,0.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Demis Dagosto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\139.jpg,False,-,dcDefensa central,-,-,0.0,0.0,96.0,72.0,17.0,7.0,0.0,94.0,56.0,20.0,18.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
140,José Dagosto,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\140.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,37.0,22.0,8.0,7.0,9.0,27.0,23.0,3.0,1.0,5.0,8.0,1.0,3.0,4.0,0.0,5.0,3.0,1.0,1.0,1.0
141,Pablo Biscardi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\141.jpg,True,-,gGolero,-,-,0.0,0.0,3.0,1.0,0.0,2.0,0.0,19.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Héctor Ferrando,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\142.jpg,True,-,liLateral izquierdo,-,-,0.0,0.0,17.0,12.0,4.0,1.0,0.0,26.0,18.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0
143,Próspero Pérez,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\143.jpg,True,-,dDelantero,-,-,0.0,0.0,16.0,9.0,5.0,2.0,7.0,15.0,11.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Juan Santero,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\144.jpg,True,-,dcDefensa central,-,-,0.0,0.0,20.0,14.0,4.0,2.0,0.0,32.0,22.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Héctor Ardoguein,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\145.jpg,True,-,gGolero,-,-,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,José Gervasio Artigas,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\146.jpg,True,-,dDelantero,-,-,0.0,0.0,13.0,7.0,3.0,3.0,3.0,8.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Alfredo Boccardo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\147.jpg,True,-,liLateral izquierdo,-,-,0.0,0.0,12.0,9.0,0.0,3.0,0.0,42.0,27.0,6.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Lorenzo Fernández,45,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\148.jpg,False,20/05/1901,vcVolante central,"Montevideo, Uruguay",El gallego,0.0,0.0,131.0,88.0,25.0,18.0,30.0,50.0,28.0,12.0,10.0,15.0,18.0,6.0,7.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0
149,Álvaro Antonio Gestido,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\149.jpg,False,17/05/1907,vcVolante central,"Montevideo, Uruguay",El Teniente,0.0,0.0,263.0,173.0,46.0,44.0,7.0,85.0,55.0,14.0,16.0,4.0,34.0,10.0,13.0,11.0,0.0,3.0,0.0,1.0,2.0,0.0
150,Arturo Hohl,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\150.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,19.0,13.0,2.0,4.0,4.0,17.0,13.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Juan Ramón Jaurreche,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\151.jpg,True,-,dcDefensa central,-,-,0.0,0.0,66.0,40.0,19.0,7.0,0.0,44.0,28.0,6.0,10.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Ricardo Miramontes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\152.jpg,True,16/10/1897,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,36.0,21.0,10.0,5.0,0.0,14.0,6.0,6.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Juan Necchi,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\153.jpg,True,-,dDelantero,-,-,0.0,0.0,14.0,8.0,5.0,1.0,8.0,7.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Alberto Nogués,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\154.jpg,False,-,dcDefensa central,-,-,0.0,0.0,84.0,55.0,19.0,10.0,0.0,48.0,29.0,6.0,13.0,0.0,12.0,6.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
155,Fulgencio Ojeda,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\155.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,6.0,3.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Ramón Olhagaray,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\156.jpg,False,-,voVolante ofensivo,-,-,0.0,0.0,3.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Mario Portugal,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\157.jpg,True,-,dDelantero,-,-,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Ángel Ramos,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\158.jpg,True,-,vcVolante central,-,-,0.0,0.0,18.0,12.0,3.0,3.0,0.0,30.0,22.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Carlos Juan Riolfo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\159.jpg,False,25/11/1905,ldLateral derecho,"Montevideo, Uruguay",-,0.0,0.0,40.0,30.0,6.0,4.0,0.0,21.0,9.0,9.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Ángel Suárez,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\160.jpg,True,-,dDelantero,-,-,0.0,0.0,17.0,11.0,3.0,3.0,2.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Arturo Suffiotti,31,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\161.jpg,False,27/08/1902,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,16.0,9.0,5.0,2.0,7.0,36.0,18.0,10.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
162,Miguel Capuccini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\162.jpg,False,05/01/1904,gGolero,"Montevideo, Uruguay",-,0.0,0.0,53.0,36.0,12.0,5.0,0.0,42.0,25.0,8.0,9.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
163,Vicente Sarni,15,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\163.jpg,False,10/07/1909,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,17.0,12.0,4.0,1.0,6.0,16.0,12.0,2.0,2.0,8.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
164,Juan Peregrino Anselmo,94,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\164.jpg,False,30/04/1902,dDelantero,"Montevideo, Uruguay",Nenín,0.0,0.0,110.0,75.0,24.0,11.0,54.0,87.0,49.0,24.0,14.0,40.0,16.0,4.0,8.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0
165,Carlos Otonello,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\165.jpg,True,-,ldLateral derecho,-,-,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Plácido Anselmo Pintado,15,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\166.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,12.0,7.0,5.0,0.0,6.0,22.0,16.0,1.0,5.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Alfredo Toscano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\167.jpg,True,-,dcDefensa central,-,-,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Guillermo Boffi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\168.jpg,True,-,dcDefensa central,-,-,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Vicente Capuccio,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\169.jpg,True,-,dDelantero,-,-,0.0,0.0,7.0,5.0,0.0,2.0,3.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170,Carlos Giúdice,15,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\170.jpg,False,03/06/1906,dDelantero,"Valparaíso, Chile",-,0.0,0.0,7.0,7.0,0.0,0.0,5.0,11.0,10.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
